sighting,报道,citizen,officer,纬度,经度,city,nation,city_interpol,has_weapon,has_hat,has_jacket,behavior
2013-06-25,2013-07-02,Natalie Griffith,Edward Hernandez,15.5439,73.7553,Calangute,IN,Kolkata,False,True,True,lonely
1996-08-15,1996-09-11,John Chavez,Mrs. Amy Munoz PhD,11.93381,79.82979,Puducherry,IN,Kolkata,False,True,True,happy
1995-03-25,1995-04-02,Jordan Carr,Richard Lambert,31.39547,34.75699,Rahat,IL,Jerusalem,False,True,True,talkative
2011-01-15,2011-03-05,Mary Schneider,Michael Smith,34.61667,135.6,Yao,JP,Tokyo,False,False,True,lonely
2006-04-09,2006-05-09,Michael Wilkerson,Deborah Holden,32.65246,51.67462,Isfahan,IR,Tehran,False,True,True,tense
1990-04-24,1990-06-20,Jennifer Brown,Ashley Farrell,-6.8048,110.8405,Kudus,ID,Jakarta,True,True,True,confessing
1994-12-26,1995-01-24,Nicole Aguilar,Frank Gutierrez,14.95472,120.89694,Baliuag,PH,Manila,False,False,True,out-of-control
1994-11-07,1994-11-26,Susan Ray,Ms. Sheila Campbell MD,5.4709,100.24529,Batu Feringgi,MY,Kuala Lumpur,False,True,True,over-complimenting
2018-11-15,2019-01-03,Stephanie Yoder,David Richardson,35.64889,117.27583,Sishui,CN,Shanghai,False,True,True,fleeing
1999-04-28,1999-06-05,Jacqueline Phillips,Stacey Morris,21.46527,83.97573,Sambalpur,IN,Kolkata,False,True,True,unhappy
2011-08-22,2011-10-20,Emily Roberson,Caleb Cook,41.09246,45.36561,Qazax,AZ,Baku,False,True,True,accusatory
2000-08-21,2000-09-25,Anthony Lee,Daniel Brown,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,talkative
2005-06-03,2005-07-21,Brian Schultz,Robert Maxwell,-6.8048,110.8405,Kudus,ID,Jakarta,False,True,True,happy
1996-12-07,1997-01-07,Dean Case,Wesley Horton,23.5654,119.58627,Magong,TW,Taipei,False,True,True,injured
2015-01-20,2015-02-16,James Perez,Victoria Rodriguez,-8.43333,114.33333,Muncar,ID,Jakarta,True,False,False,fleeing
1992-01-18,1992-01-20,Stephanie Smith,Anita Gray,41.82143,41.77921,Kobuleti,GE,Tbilisi,False,False,True,confessing
1994-12-25,1995-02-05,Mark Day,Amy Moore,12.97389,123.99333,Sorsogon,PH,Manila,False,True,True,sad
2012-12-09,2013-01-24,Shirley Ortega,Beth Cuevas,6.33444,124.95278,Tupi,PH,Manila,False,True,True,talkative
2003-07-15,2003-08-05,Brent Donovan,Glen Walker,41.09822,120.74792,Nanpiao,CN,Shanghai,False,False,True,fleeing
1988-04-01,1988-04-29,Jason Welch,Ashley Vaughn,23.07492,88.28637,Pandua,IN,Kolkata,False,False,True,over-complimenting
2007-11-04,2007-11-19,Allison Horn,Emily Mccoy,20.88098,75.11937,Parola,IN,Kolkata,False,True,True,friendly
2009-08-25,2009-09-17,Angela Taylor,Laura Santana,29.22254,79.5286,Haldwani,IN,Kolkata,False,True,False,happy
2006-09-05,2006-10-31,Jeffrey Simon,Casey Wheeler,8.43333,99.96667,Nakhon Si Thammarat,TH,Bangkok,False,True,True,out-of-control
1999-11-29,2000-01-23,Mary White,Kevin Martin,38.55632,69.01354,Vahdat,TJ,Dushanbe,False,True,True,confessing
2012-10-21,2012-12-16,Vincent Wright,Angel Payne,32.57756,71.52847,Mianwali,PK,Karachi,False,True,True,confessing
2013-06-18,2013-06-28,Mrs. Sandra White,Shelly Espinoza,3.7278,98.6738,Labuhan Deli,ID,Jakarta,False,True,True,insulting
2008-03-15,2008-05-03,Johnny Ramirez,Carla Reyes,24.41288,76.56719,Aklera,IN,Kolkata,False,True,True,accusatory
2006-04-03,2006-05-29,Paul Bender,Christopher Bell,23.73333,114.68333,Heyuan,CN,Shanghai,False,True,True,out-of-control
2014-12-06,2015-01-09,Jessica Reynolds,Teresa Sanchez,41.29444,69.67639,Parkent,UZ,Tashkent,True,True,True,confessing
2006-08-22,2006-10-19,Tracy Lamb,Donna Mathis,32.57756,71.52847,Mianwali,PK,Karachi,False,True,True,hostile
2015-12-14,2016-01-06,Danny Mata,Zachary Moore,1.6561,103.6032,Kulai,MY,Kuala Lumpur,False,True,True,paranoid
1988-08-20,1988-09-08,Amber Bishop,Kenneth Barrett,34.86472,117.55417,Zaozhuang,CN,Shanghai,False,True,True,scared
2009-05-25,2009-06-09,Jason Vance,Christine Shah,43.82634,144.09638,Motomachi,JP,Tokyo,False,True,True,paranoid
2013-03-20,2013-04-21,Susan Brown,Valerie Griffin,44.85278,65.50917,Kyzylorda,KZ,Qyzylorda,True,False,True,complaining
1997-07-15,1997-08-26,Patricia Berry,Tamara Hall,60.97944,76.92421,Izluchinsk,RU,Yekaterinburg,False,False,True,fleeing
2009-03-29,2009-05-26,Brenda Edwards,Mindy Bates,29.38242,70.91106,Alipur,PK,Karachi,False,True,True,fleeing
1992-05-07,1992-05-23,Grant Vazquez,Kayla Klein,25.92493,73.66633,Sojat,IN,Kolkata,False,False,True,fleeing
2012-09-23,2012-11-17,Pamela Henderson,Randy Simmons,-1.26753,116.82887,Balikpapan,ID,Makassar,False,False,True,fleeing
1995-07-05,1995-07-23,Heather Rivera,Michael Webb,58.04254,65.27258,Tavda,RU,Yekaterinburg,True,True,True,accusatory
2012-05-29,2012-06-14,Alice Guzman,Richard Green,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,False,True,out-of-control
1985-09-07,1985-10-02,Lindsay Brewer,Dawn Pierce,27.0174,49.62251,Al Jubayl,SA,Riyadh,False,False,True,panicking
2005-11-12,2005-12-31,Christopher Miller,Anna Flores,35.50056,117.63083,Pingyi,CN,Shanghai,False,True,False,accusatory
1990-01-19,1990-03-04,Michael Long,Billy White,10.31672,123.89071,Cebu City,PH,Manila,False,True,True,panicking
2020-02-13,2020-03-09,Chad Roy,Jennifer Shannon,36.65,138.31667,Suzaka,JP,Tokyo,False,True,False,happy
2013-03-19,2013-03-28,Tina Riggs,Jeremy Mccullough,33.37526,74.3092,Rajaori,IN,Kolkata,False,False,True,panicking
2001-09-06,2001-11-04,Cole Robinson,Patricia Miller,10.29085,105.75635,Sa Dec,VN,Ho Chi Minh,False,True,True,accusatory
2008-04-10,2008-04-11,Diana Dunn,Garrett Martinez,28.98002,77.70636,Meerut,IN,Kolkata,False,True,True,confessing
2011-02-14,2011-04-01,Lisa Nunez,Billy White,41.77583,140.73667,Hakodate,JP,Tokyo,False,True,True,complaining
1990-07-01,1990-07-19,Billy Willis,Kimberly Woods,35.85,117.7,Dongdu,CN,Shanghai,False,False,True,talkative
2011-01-29,2011-02-24,Bonnie Marshall,Kendra Mercado,36.81667,117.81667,Zhoucun,CN,Shanghai,False,True,True,lonely
2020-01-29,2020-03-07,Michael Zamora,Carrie Jones,36.81667,117.81667,Zhoucun,CN,Shanghai,False,False,True,complaining
1992-06-02,1992-07-01,Austin Price,Samuel Jackson,12.35275,121.06761,San Jose,PH,Manila,False,True,True,accusatory
2014-03-31,2014-05-09,Christina Graham,Michael Mercer,27.52948,68.75915,Khairpur Mir‚Äôs,PK,Karachi,False,False,True,paranoid
1994-04-29,1994-06-11,James Parks,William Gallagher,41.29444,69.67639,Parkent,UZ,Tashkent,False,True,True,insulting
2013-01-16,2013-02-19,Shannon Fox,Matthew Young,18.51957,73.85535,Pune,IN,Kolkata,False,True,True,happy
2020-05-18,2020-07-06,Gene Sexton,Deborah Holden,-7.57897,112.23109,Diwek,ID,Jakarta,True,True,True,oblivious
2012-07-31,2012-08-02,Steven Santos,Rachel Lucas,37.65181,120.33063,Longgang,CN,Shanghai,False,True,True,silent
2010-04-19,2010-06-17,Mr. Matthew Wright,Andrew Sullivan,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,True,True,insulting
1990-11-30,1991-01-21,Robin Arnold,Mary Scott,34.5624,38.28402,Tadmur,SY,Damascus,False,False,True,hostile
2013-07-21,2013-08-15,Paul Smith,Jennifer Snyder,31.71667,73.38333,Sangla Hill,PK,Karachi,False,False,True,insulting
2000-11-23,2000-12-04,Billy Mckenzie,Darlene Pitts,35.8,137.23333,Gero,JP,Tokyo,False,True,True,evasive
2009-07-08,2009-08-16,Kathleen Brown,Jasmine Rowland,41.82143,41.77921,Kobuleti,GE,Tbilisi,False,False,True,complaining
2010-09-07,2010-11-03,Michael Johnson,Kevin Evans,15.45144,78.14797,Betamcherla,IN,Kolkata,False,True,True,accusatory
2001-09-10,2001-10-03,Sarah Williamson,Amber Wright,34.56861,105.89333,Beidao,CN,Shanghai,True,True,True,silent
1996-09-20,1996-09-27,Kimberly Garcia,Christopher Smith,-7.54972,110.71639,Ngemplak,ID,Jakarta,False,False,True,paranoid
2004-08-09,2004-10-04,Mr. Kirk Murphy,Nicole Hart,56.11281,69.49015,Ishim,RU,Yekaterinburg,False,True,True,accusatory
1993-01-30,1993-02-07,Shannon Wolfe,Eric Wilson,44.85278,65.50917,Kyzylorda,KZ,Qyzylorda,False,False,True,out-of-control
1995-08-01,1995-09-05,Melanie Delgado,Tanya Conley,19.30157,72.85107,Bhayandar,IN,Kolkata,True,True,True,sad
1990-05-11,1990-06-04,Nicole Blair,Lauren Johnson,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,True,True,over-complimenting
1990-01-14,1990-02-18,Mary Porter,Emily Johns,23.07492,88.28637,Pandua,IN,Kolkata,False,True,True,oblivious
1994-07-05,1994-07-27,Eric Collins,Denise Johnson,40.78206,72.34424,Andijon,UZ,Tashkent,False,True,True,injured
2015-03-21,2015-05-02,Mrs. Maria Murphy,Hannah Palmer,58.63667,59.80222,Lesnoy,RU,Yekaterinburg,False,True,True,evasive
2012-05-18,2012-06-18,Jessica Hawkins,Julia Reynolds,55.75556,60.70278,Ozersk,RU,Yekaterinburg,False,True,True,friendly
2012-12-11,2013-01-06,Emily Dunn,Charles Walls,-6.48167,106.85417,Cibinong,ID,Jakarta,False,True,True,happy
2009-11-26,2009-12-23,Michelle Wheeler,Rhonda Jones,19.30157,72.85107,Bhayandar,IN,Kolkata,False,True,False,complaining
2016-07-18,2016-08-01,James Guzman,Jessica Conway,11.50526,77.23826,Sathyamangalam,IN,Kolkata,False,True,True,lonely
2008-03-13,2008-04-14,Gary Paul,Richard Green,26.32293,91.00632,Barpeta,IN,Kolkata,False,True,True,friendly
2018-03-14,2018-05-02,Madeline Smith,Kevin Martin,40.66482,122.22833,Yingkou,CN,Shanghai,False,True,True,oblivious
2013-06-14,2013-06-26,Miguel Jackson,Linda Edwards,27.55898,68.21204,Larkana,PK,Karachi,False,False,True,unhappy
1985-06-26,1985-08-02,Juan Gonzalez,Eugene Brown,29.98869,122.20488,Zhoushan,CN,Shanghai,False,True,True,panicking
2015-07-21,2015-07-31,Joshua King,Amy Gomez,34.65918,109.22921,Yanliang,CN,Shanghai,False,False,True,tense
2009-09-03,2009-10-25,Frank Blackwell,Jason Mccarthy,35.85,117.7,Dongdu,CN,Shanghai,False,False,True,insulting
2002-10-09,2002-10-29,Paige Underwood,Latasha Norris,40.85158,122.74754,Haicheng,CN,Shanghai,False,True,True,unhappy
2015-07-24,2015-07-24,Shawn Page,Jose Hunt,46.08333,122.08333,Ulanhot,CN,Shanghai,False,False,True,friendly
1993-06-25,1993-06-26,Tina Werner,Michelle Green,34.8825,128.62667,Sinhyeon,KR,Seoul,True,False,False,worried
1988-04-16,1988-04-30,Justin Weiss,Linda Porter DVM,18.18158,76.03889,Osmanabad,IN,Kolkata,False,True,True,paranoid
1997-02-09,1997-03-20,Christopher Wilson,Jeremy Mccullough,31.39547,34.75699,Rahat,IL,Jerusalem,False,True,True,hostile
1998-09-20,1998-11-07,Todd Williams,Eric French,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,False,True,evasive
2006-11-16,2006-11-20,Allen Day,Shelley Richardson,26.9423,68.11759,Tharu Shah,PK,Karachi,False,False,True,confessing
2001-05-06,2001-05-07,Joshua Thomas,Tiffany Bennett,36.24624,139.07204,Fujioka,JP,Tokyo,False,True,True,complaining
1998-03-01,1998-03-20,Terry Bautista,Judith Meyer,25.49043,85.94001,Teghra,IN,Kolkata,False,True,True,worried
1992-03-01,1992-04-07,Kimberly Holland MD,Sonia Mcdaniel,27.85,112.9,Xiangtan,CN,Shanghai,False,True,True,injured
2000-11-19,2001-01-07,Karen Henson,William Wood,37.19723,122.05228,Tianfu,CN,Shanghai,False,True,False,happy
2001-06-13,2001-07-30,Philip Ramos,Nathaniel Jackson,58.04254,65.27258,Tavda,RU,Yekaterinburg,False,True,True,insulting
2018-01-30,2018-02-02,Laurie Sanders,Jeremy Mason,28.88162,120.03308,Guli,CN,Shanghai,False,True,True,over-complimenting
1990-12-14,1991-01-23,Elizabeth Underwood,Christopher Miller,32.17629,75.06583,Fazilpur,PK,Karachi,False,False,True,out-of-control
2007-03-20,2007-03-24,Brittany Johnson,Aaron Nguyen,20.88197,85.83334,Bhuban,IN,Kolkata,False,False,True,sad
1994-10-31,1994-12-26,Jenny Coleman,Jane Hall,34.08565,74.80555,Srinagar,IN,Kolkata,False,True,True,insulting
1985-10-12,1985-10-25,Joseph Barton,Isabel Webb,16.68911,98.50893,Myawadi,MM,Yangon,False,True,True,fleeing
1985-05-25,1985-07-17,Jose Thomas,Jeanette Best,36.82167,128.63083,Eisen,KR,Seoul,True,True,True,paranoid
2005-12-03,2005-12-18,Ricky Owen,Brett Scott,25.80565,68.49143,Bhit Shah,PK,Karachi,False,False,True,unhappy
1991-01-05,1991-01-23,Penny Bowers,Charlene Mccormick,31.71667,73.38333,Sangla Hill,PK,Karachi,False,True,True,over-complimenting
2010-01-03,2010-02-19,Robert Edwards,Ashley Larson,33.78333,114.51667,Wacheng,CN,Shanghai,True,False,True,tense
1999-06-04,1999-06-13,Mark Santiago,Denise Kramer,54.48147,53.47103,Oktyabr‚Äôskiy,RU,Yekaterinburg,True,False,True,fleeing
1988-05-30,1988-07-24,Frank Crawford,Ray Hall,18.87813,72.93924,Uran,IN,Kolkata,False,True,True,over-complimenting
2021-03-06,2021-04-26,Adam Mann,Amanda Petersen DDS,32.54278,111.50861,Danjiangkou,CN,Shanghai,False,True,True,talkative
2009-02-06,2009-03-20,Leslie Trujillo,Jacob Carlson,10.12268,77.54372,Periyakulam,IN,Kolkata,False,False,True,friendly
2016-06-15,2016-07-04,Beth Simmons,Jorge Novak,16.0567,103.65309,Roi Et,TH,Bangkok,False,False,True,over-complimenting
2018-07-25,2018-09-02,Michael Adams,Jeffery Lee,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,False,True,confessing
2013-04-17,2013-06-03,Mary Livingston,Stephen Graham,35.48199,137.02166,Minokamo,JP,Tokyo,True,False,True,tense
2002-03-26,2002-04-05,Terry Cole,Wayne Knight,8.43333,99.96667,Nakhon Si Thammarat,TH,Bangkok,False,False,True,happy
1999-10-29,1999-12-11,Mrs. Alexis Schroeder,Ronnie Anthony,-8.99167,125.21972,Maliana,TL,Dili,False,True,True,worried
1986-11-10,1986-11-19,Roy Miller,Cristina Reynolds,36.24624,139.07204,Fujioka,JP,Tokyo,False,False,True,sad
1991-03-31,1991-05-07,Justin Adams,Adam Irwin,45.75279,130.57211,Boli,CN,Shanghai,False,True,True,unhappy
1998-10-30,1998-12-23,Matthew Coleman,James Burnett,33.78333,114.51667,Wacheng,CN,Shanghai,False,True,True,confessing
1997-11-19,1997-12-27,Benjamin Lambert,Summer Mosley,14.62072,74.83554,Sirsi,IN,Kolkata,False,True,True,fleeing
2017-05-23,2017-07-16,Alexander Dunn,Meghan Owens,16.06213,76.0586,Hungund,IN,Kolkata,False,False,True,fleeing
2000-03-29,2000-05-02,Manuel Morgan,Edward Hernandez,36.81667,117.81667,Zhoucun,CN,Shanghai,False,True,False,scared
2004-09-14,2004-10-31,Victoria Trujillo,Joshua Guzman,27.55898,68.21204,Larkana,PK,Karachi,False,False,True,oblivious
2013-03-11,2013-04-25,Patricia Sims,Stephen Ferguson,12.95629,78.27539,Robertsonpet,IN,Kolkata,False,False,True,lonely
1996-10-18,1996-11-07,Timothy Dominguez,Christopher Bell,4.02219,101.02083,Teluk Intan,MY,Kuala Lumpur,False,True,True,oblivious
1992-11-15,1993-01-07,Bradley Smith,John Hayes,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,False,True,hostile
2005-04-02,2005-04-08,Erica Evans,Anita Gray,27.85,112.9,Xiangtan,CN,Shanghai,False,True,False,hostile
2002-10-12,2002-12-01,James Smith,Donald Pierce,32.50611,120.14278,Jiangyan,CN,Shanghai,True,True,True,hostile
1991-11-03,1991-11-05,Ashley Garcia,Chris Campbell Jr.,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,True,True,confessing
1989-07-16,1989-09-09,Jonathan Jones,Lucas Kirk,16.0438,120.4861,Manaoag,PH,Manila,False,True,True,unhappy
2021-06-09,2021-06-30,Kelly Harrison,Katelyn Cook,35.82756,137.95378,Ina,JP,Tokyo,False,True,True,sad
1987-05-08,1987-05-19,Julie Wright,Christopher Miller,37.19723,122.05228,Tianfu,CN,Shanghai,False,False,True,happy
1985-09-30,1985-10-06,Michael Mora,Annette Barrett,36.20389,127.08472,Nonsan,KR,Seoul,False,True,True,scared
1985-07-19,1985-08-12,Tiffany Garcia,Annette Barrett,-1.26424,104.09701,Simpang,ID,Jakarta,False,True,True,fleeing
1994-01-10,1994-01-22,Matthew Molina,Rachel Barnes,15.72892,120.57224,Burgos,PH,Manila,False,False,True,insulting
2022-04-07,2022-06-01,Julie Dunlap,Austin Williams,29.21399,78.95693,Kashipur,IN,Kolkata,False,True,True,hostile
1989-04-05,1989-04-12,Mrs. Pam Valdez,Elizabeth Cook,35.82756,137.95378,Ina,JP,Tokyo,False,False,True,scared
2020-07-08,2020-08-28,Nicholas Murphy,Amy Moore,35.64889,117.27583,Sishui,CN,Shanghai,True,True,True,scared
2021-03-24,2021-05-10,Christopher Blankenship,Melinda Evans,35.8,137.23333,Gero,JP,Tokyo,False,False,True,scared
2012-05-03,2012-06-22,Sean Howard,Amy Moore,38.45598,48.87498,Astara,AZ,Baku,False,True,True,lonely
1999-01-07,1999-01-22,Angela Lozano,Angel Payne,14.0823,98.19151,Dawei,MM,Yangon,False,False,True,confessing
1989-03-11,1989-03-25,Martin Bullock,Kimberly Perez,10.58806,77.24779,Udumalaippettai,IN,Kolkata,True,False,True,happy
2001-10-17,2001-11-11,Randy Oliver,Christopher Miller,18.51957,73.85535,Pune,IN,Kolkata,True,True,True,unhappy
2001-02-20,2001-03-20,Gail Williams,Timothy Williams,4.02219,101.02083,Teluk Intan,MY,Kuala Lumpur,False,True,True,paranoid
1992-03-13,1992-05-04,Blake Riley,Mrs. Kristin Lopez MD,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,True,True,scared
1989-09-26,1989-10-06,Wyatt Hall,Adam Smith,38.40917,112.73333,Xinzhou,CN,Shanghai,False,True,True,unhappy
2004-12-03,2004-12-18,James Mcintosh,Eric French,23.07492,88.28637,Pandua,IN,Kolkata,False,True,True,panicking
1999-02-27,1999-03-03,Sean George,Donald Pierce,34.61667,135.6,Yao,JP,Tokyo,True,True,True,friendly
1985-07-09,1985-07-26,Eric Murphy,Samuel Jackson,34.9,137.5,Shinshiro,JP,Tokyo,False,False,True,happy
2012-09-07,2012-09-26,Jesse Miller,Tony Bell,41.77583,140.73667,Hakodate,JP,Tokyo,False,True,True,worried
1993-02-18,1993-02-24,Jessica Chavez,Dr. Crystal Mccormick,23.9028,89.11943,Kushtia,BD,Dhaka,False,True,True,sad
1985-12-18,1986-01-23,Lorraine Morris,Christopher Ross,16.06213,76.0586,Hungund,IN,Kolkata,True,True,True,confessing
2020-10-30,2020-11-02,Laura Petersen,Martin Diaz,10.7375,122.9666,Talisay,PH,Manila,False,True,True,talkative
2003-09-15,2003-11-10,Pedro Wallace,Katelyn Cook,0.51667,101.44167,Pekanbaru,ID,Jakarta,True,True,True,over-complimenting
2017-01-14,2017-02-22,Christopher White,James Dawson,24.28859,116.11768,Meizhou,CN,Shanghai,True,False,True,accusatory
1998-03-31,1998-04-05,Elizabeth Garner,Eddie Hall,9.3337,122.8637,Santa Catalina,PH,Manila,False,True,True,confessing
2008-12-16,2009-01-09,Kevin Thompson,Sherry Aguilar,51.78771,56.36091,Saraktash,RU,Yekaterinburg,False,True,True,injured
1989-11-26,1990-01-14,Martha Charles,Kenneth Barrett,15.5439,73.7553,Calangute,IN,Kolkata,True,True,True,accusatory
2022-06-10,2022-06-15,Julia Nelson,Carrie Jones,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,False,True,confessing
1994-07-13,1994-08-11,April Roberson,Timothy Maldonado,25.49043,85.94001,Teghra,IN,Kolkata,False,True,True,fleeing
1990-10-11,1990-12-07,Ashley Kelley,Courtney Thompson,14.64056,104.64992,Kantharalak,TH,Bangkok,False,True,True,confessing
2009-02-10,2009-03-10,Todd Robinson,Sandra Ramos,37.1759,128.9889,T‚Äôaebaek,KR,Seoul,False,False,True,sad
2015-11-20,2015-12-08,Christopher Garza,Melissa Meyers,29.98869,122.20488,Zhoushan,CN,Shanghai,False,True,True,out-of-control
1989-03-22,1989-04-11,Diana Franco,Rhonda Jones,14.66,120.56528,Pilar,PH,Manila,False,True,True,insulting
2008-03-30,2008-05-08,Aaron Williams,Lauren Johnson,38.55632,69.01354,Vahdat,TJ,Dushanbe,False,True,False,silent
2017-02-27,2017-03-16,Lonnie Marks,Michael Webb,36.64852,51.49621,Nowshahr,IR,Tehran,False,False,True,silent
2021-06-07,2021-06-11,Mr. Christopher Bauer MD,Eugene Brown,60.97944,76.92421,Izluchinsk,RU,Yekaterinburg,False,True,True,unhappy
2019-09-17,2019-11-02,Lori Tucker,Charles Leonard,26.2649,81.54855,Jais,IN,Kolkata,False,True,False,evasive
2004-11-28,2005-01-26,Charles Bowen,Hannah Palmer,41.09246,45.36561,Qazax,AZ,Baku,False,True,True,paranoid
2016-12-05,2017-01-18,Roy Huang,Alexis Conway PhD,30.76468,74.12286,Kanganpur,PK,Karachi,False,False,True,tense
2021-12-19,2022-01-03,Brandon Garner,Shawn Huang,12.95629,78.27539,Robertsonpet,IN,Kolkata,False,True,True,confessing
2018-05-12,2018-05-25,Erika Williams,Andrea Watkins,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,False,True,complaining
2003-04-04,2003-05-15,Samantha Fox,Victoria Rodriguez,-8.99167,125.21972,Maliana,TL,Dili,False,True,True,injured
2012-02-03,2012-02-18,Jacqueline Williams,Patricia Miller,15.45144,78.14797,Betamcherla,IN,Kolkata,False,False,True,confessing
1985-11-06,1985-11-24,James Murphy,Kurt Clark,9.82564,78.25795,Tiruppuvanam,IN,Kolkata,True,False,True,silent
1992-01-05,1992-01-12,William Wiggins,Ashley Vaughn,45.47885,133.42825,Lesozavodsk,RU,Vladivostok,False,True,False,silent
2020-01-04,2020-01-25,Carolyn Holder,Jared Reid,26.9423,68.11759,Tharu Shah,PK,Karachi,False,False,True,accusatory
2016-04-04,2016-04-25,Angela Gomez,Cynthia Carr,37.1759,128.9889,T‚Äôaebaek,KR,Seoul,False,True,True,evasive
2001-01-07,2001-01-08,Tammy Howard,Sarah Brown,38.40917,112.73333,Xinzhou,CN,Shanghai,False,True,True,hostile
2012-01-03,2012-01-31,Collin Ramos,Rachel Martin,26.2649,81.54855,Jais,IN,Kolkata,False,True,True,hostile
2005-03-15,2005-03-23,Michelle Martinez,Ronald Wong PhD,18.87813,72.93924,Uran,IN,Kolkata,False,True,False,talkative
2003-08-14,2003-08-22,Patrick Webb,Marie Hernandez,43.82634,144.09638,Motomachi,JP,Tokyo,False,True,True,silent
1995-05-07,1995-06-29,Jessica Miller,Jeffrey Freeman,22.37066,114.10479,Tsuen Wan,HK,Hong Kong,False,True,True,out-of-control
2017-10-18,2017-11-15,Kelly Wolf,Kenneth Barrett,-7.81667,112.01667,Kediri,ID,Jakarta,False,True,True,worried
2003-09-20,2003-10-17,Teresa Baker,Ryan Watkins,32.55531,76.12647,Chamba,IN,Kolkata,False,True,True,over-complimenting
1993-08-02,1993-08-03,Catherine Taylor,Lauren Mccoy,12.37169,123.62494,Masbate,PH,Manila,False,True,True,sad
1985-12-12,1986-02-01,Pamela Chen,Tony Bell,3.3285,99.1625,Tebingtinggi,ID,Jakarta,False,False,True,happy
2020-06-04,2020-07-25,Travis Boyd,Lauren Smith,15.45144,78.14797,Betamcherla,IN,Kolkata,False,False,True,accusatory
2018-11-27,2018-12-08,Jordan Woodward,Larry King,55.8736,85.4265,Yashkino,RU,Novokuznetsk,False,True,True,sad
1985-05-01,1985-06-18,Devin Castaneda,Reginald Harvey,30.46907,70.96699,Kot Addu,PK,Karachi,False,True,True,tense
1996-06-24,1996-07-22,Brandon Hinton,Mrs. Amy Munoz PhD,40.93333,73.0,Jalal-Abad,KG,Bishkek,False,True,True,unhappy
2015-04-03,2015-04-30,Jennifer Harvey,Stephen Graham,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,True,False,sad
2019-12-29,2020-01-17,Kimberly Velasquez,Mark Williams,15.58552,102.42587,Bua Yai,TH,Bangkok,False,True,True,talkative
2015-08-10,2015-09-16,Jordan Kane,Brian Delacruz,32.05971,34.8732,Ganei Tikva,IL,Jerusalem,True,True,True,oblivious
1987-10-26,1987-11-15,Edward Smith,Garrett Allen,19.30157,72.85107,Bhayandar,IN,Kolkata,False,True,True,complaining
2004-09-06,2004-11-03,Andrea Johnson,Michelle Jarvis,11.50526,77.23826,Sathyamangalam,IN,Kolkata,False,True,True,injured
2006-07-14,2006-09-01,Lee Michael,Rachel Lucas,33.37526,74.3092,Rajaori,IN,Kolkata,False,True,True,friendly
1986-01-10,1986-02-18,Angela Vasquez,Jeanne Green,29.69221,72.54566,Hasilpur,PK,Karachi,False,False,True,panicking
1996-07-14,1996-08-21,Melissa Bruce,Allen Baker,17.54907,82.85749,Elamanchili,IN,Kolkata,False,True,True,silent
1986-12-03,1986-12-17,Mariah Soto,Charles Moran,20.88098,75.11937,Parola,IN,Kolkata,False,True,True,silent
1991-04-17,1991-06-13,Brianna Carrillo,Ashley Vaughn,36.21544,65.93249,Sar-e Pul,AF,Kabul,False,True,True,fleeing
1989-12-09,1989-12-23,Joanna King,Michelle Jarvis,35.815,139.6853,Shimotoda,JP,Tokyo,False,True,True,confessing
1997-02-24,1997-04-22,Amanda Klein,Jennifer Hernandez,36.75965,137.36215,Namerikawa,JP,Tokyo,False,False,True,fleeing
1987-06-27,1987-07-17,Tracy Mendez,Richard Harris,27.92333,118.53333,Pucheng,CN,Shanghai,False,True,True,fleeing
2008-05-26,2008-06-02,Jason Thompson,Nicole Scott,34.86472,117.55417,Zaozhuang,CN,Shanghai,False,False,True,evasive
1986-03-02,1986-03-16,Heather Simmons,Rita Johnson,32.65246,51.67462,Isfahan,IR,Tehran,False,True,False,over-complimenting
1989-01-22,1989-03-21,Jay Garcia,Patrick White,26.9423,68.11759,Tharu Shah,PK,Karachi,False,True,True,out-of-control
2012-03-30,2012-05-09,Carmen Taylor,Dennis Flores,-7.81667,112.01667,Kediri,ID,Jakarta,False,True,True,panicking
1995-10-06,1995-11-17,Renee Mora,Sara Chavez,31.96258,73.97117,Naushahra Virkan,PK,Karachi,True,True,True,tense
1986-12-22,1987-01-06,Scott Holloway,Scott Anderson Jr.,25.87498,86.59611,Saharsa,IN,Kolkata,True,True,True,over-complimenting
2012-11-12,2012-12-27,Devin Dawson,Zachary Hawkins,26.76628,83.36889,Gorakhpur,IN,Kolkata,False,False,True,lonely
2006-06-07,2006-07-15,Angela Patrick,Michelle Jarvis,32.05971,34.8732,Ganei Tikva,IL,Jerusalem,True,True,True,injured
